,Image source,Agent name,Agent role,Agent 2 name,Agent 2 role,Agent 1 culturalContext,Agent 2 culturalContext,Date earliestDate,Date latestDate,Average Date,Date Given,Period,Description,Description source,Location,Location name,Material,Rights,Source,Style Period,"Subject personalName, conceptTopic (book), descriptiveTopic, iconographicTopic (scene)",Scene,Scene Two,Book ,Technique,Work Type,TEXTREF name,TITLE,TITLE  xml:lang,TITLE2,TITLE  xml:lang 2,Direct Link
i_1247.jpg,Albertina,"Mengardi, Giovanni Battista",artist,,,Italian,,1738,1796,1767,1738-1796,18th century,,,Albertina,Austria,chalk,"© Albertina, Vienna",Albertina,,"Neptune, Quos Ego, Trojans","92H1411 Neptune quieting the storm, 'quos ego' (Virgil, Aeneid I 135)",,Book I,drawing,drawing,,Quos ego Neptune with water horses and zephyrs,en,,,http://sammlungenonline.albertina.at/?query=Inventarnummer=[1893]&showtype=record
i_1248.jpg,Albertina,"Torelli, Stefano",artist,,,Italian,,1722,1784,1753,1722-1784,18th century,,,Albertina,Austria,Chalk; Feather; washed in gray; heightened with white; blue paper,"© Albertina, Vienna",Albertina,,"Neptune, Quos Ego, Trojans","92H1411 Neptune quieting the storm, 'quos ego' (Virgil, Aeneid I 135)",,Book I,drawing,drawing,,"Quos ego. Neptune calms the winds (Vergil, Aeneid I, 125-143)",en,"Quos ego. Neptun gebietet den Winden Einhalt (Vergil, Aeneis I, 125-143)",de,http://sammlungenonline.albertina.at/?query=Inventarnummer=[14411]&showtype=record
i_1249.jpg,Albertina,"Dietrich, Christian Wilhelm Ernst",artist,,,German,,,,1735,1735,18th century,,,Albertina,Austria,"lead pencil, feather in gray brown, washed","© Albertina, Vienna",Albertina,,"Dido, Anna, death","96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,drawing,drawing,,Dido on the Pyre,en,Dido am Scheiterhaufen,de,http://sammlungenonline.albertina.at/?query=Inventarnummer=[4000]&showtype=record
i_1250.jpg,Art Institute of Chicago,"Steenwijck, Hendrick van, the younger",artist,,,Flemish,,1605,1620,1613,1605-1620,17th century,,,Art Institute of Chicago,United States,oil on panel,Public Domain,Reid,,"Aeneas, Anchises, bedroom, Troy burning","96B113 'Pius Aeneas': Aeneas, escapes from burning Troy, carrying his father Anchises",,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas Rescuing Anchises from Burning Troy,,,,https://www.artic.edu/artworks/88619/aeneas-rescuing-anchises-from-burning-troy
i_1251.jpg,British Museum,"Fontebasso, Francesco",artist,,,Italian,,1714,1782,1748,1714-1782,18th century,"Dido receiving Aeneas, after Francesco de Mura; Dido seated with her attendants, to right figures including a man crouching in the foreground with a chest Pen and brown ink, with watercolour, over black chalk",British Museum,British Museum,United Kingdom,"Pen and brown ink, with watercolour, over black chalk",Attribution-NonCommercial-ShareAlike 4.0 International,Reid,,"Dido, Aeneas, Ascanius, Cupid","96B2521 the presents are offered to Dido, she fondles Ascanius-Cupid",96B253 Aeneas tells Dido of his wanderings,Book I,drawing,drawing,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Dido receiving Aeneas,,,,https://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=713242&partId=1&searchText=Fontebasso&page=1
i_1252.jpg,VADS (Visual Arts Data Service),"Dossi, Dosso",artist,,,Italian,,1522,1523,1523,1522-1523,16th century,"Virgil's Aeneid tells the mythical story of the foundation of Rome by Aeneas. Dosso interpreted the text so freely that the subject remains uncertain. It seems to show Aeneas and his companions on the coast of Libya. To the right, the Trojans have survived the storm and prepare a feast. Behind, Aeneas hunts a stag. In the centre, figures prepare to run a race. The gods in the sky are Mercury and Jupiter.
This is one of ten landscapes that originally formed a frieze around the private study of Alfonso, Duke of Ferrara. It hung above mythological scenes painted by Titian and Giovanni Bellini, forming one of the most important Renaissance interiors.",VADS (Visual Arts Data Service),Barber Institute of Fine Arts,United Kingdom,oil on canvas,"Courtesy of The Barber Institute of Fine Arts, University of Birmingham and VADS",Reid,,"Aeneas, Sicily, games, Mercury, Jupiter, Trojans, feast",96B422 the contests held in memory of Anchises,,Book VII,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",,,,,https://vads.ac.uk/large.php?uid=201224
i_1253.jpg,British Museum,"Blake, William",artist,,,British,,1790,1795,1793,1790-1795,18th century,"Aeneas aroused by Mercury, from 'The Aeneid', iv, 554; Aeneas naked and reclining while Mercury swoops down from above. c.1790-5 Red chalk, over charcoal, on buff paper Verso: Four studies of women; all standing to front, three with arm raised. c.1790-5 Red chalk",British Museum,British Museum,United Kingdom,red chalk,Attribution-NonCommercial-ShareAlike 4.0 International,Reid,,"Aeneas, Mercury","96B325 Mercury summons Aeneas, engaged in building activities, to leave Carthage",,Book IV,drawing,drawing,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas aroused by Mercury,,,,https://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=6356&partId=1&searchText=william+blake+aeneas&page=1
i_1254.jpg,The Ringling Museum,"Conca, Sebastiano",artist,,,Italian,,1735,1740,1738,1735-1740,18th century,"This work depicts a passage from Virgil's Aeneid, the epic story of the Trojan warrior Aeneas whose descendants would found Rome. The helmeted hero descends to Elysium, the part of the underworld reserved for heroes whose souls will be reborn. Surrounded by future Roman leaders (including Emperor Augustus on horseback), Anchises, Aeneas' deceased father, tells his son of the grandeur Rome will enjoy. Venus, Aeneas' mother, and Mercury hover above in a chariot, while Virgil plays a lyre at the left.",The Ringling Museum,The Ringling Museum,United States,oil on canvas,© The John and Mable Ringling Museum of Art,Reid,,"Aeneas, Anchises, Augustus, Venus, Mercury, Virgil, 11I2(CUMAEAN) Cumaean sibyl,",96B548 Aeneas in the Elysian Fields,,Book VI,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas in the Elysian Fields,,,,http://emuseum.ringling.org/emuseum/objects/24237/aeneas-in-the-elysian-fields
i_1255.jpg,RKD Images,"Suavius, Lambert",artist,,,Dutch,,1540,1560,1550,1540-1560,16th century,,,RKD,Netherlands,oil on panel,"Courtesy of Photograph RKD- Netherlands Institute for Art History, The Hague.",Reid,,"Aeneas, Anchises, Ascanius, Creusa, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas rescues his father Anchises from the burning Troy,en,Aeneas redt zijn vader Anchises uit het brandende Troje,nl,https://rkd.nl/explore/images/8359
i_1256.jpg,Crocker Art Museum,"Mengs, Anton Raphael",artist,,,German,,1738,1779,1759,1738-1779,18th century,"In this drawing, the body of Dido, queen of Carthage, is echoed by that of the Fury who cuts her life’s thread above. Abandoned by Aeneas, whose ship sails toward the horizon between the two bodies, Dido has built a funeral pyre and cast herself upon it. The drawing, with its clear, rhetorical gestures and accurate classical elements, shows elements of both the Baroque and Neoclassicism.",Crocker Art Museum,Crocker Art Museum,United States,"Pen, brown inks, brush, and brown washes over black chalk on buff laid paper",Courtesy of Crocker Art Museum,Reid,,"Dido, Anna, Fury, death","96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,drawing,drawing,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Death of Dido,,,,https://www.crockerart.org/collections/european-art/artworks/death-of-dido-nd
i_1257.jpg,Tate Gallery,"Stevens, Alfred",artist,,,Belgian,,,,1860,1860,19th century,,,Tate Gallery,United Kingdom,chalk on paper,Creative Commons Licence CC-BY-NC-ND 3.0,Reid,,"Aeneas, Anchises","96B113 'Pius Aeneas': Aeneas, escapes from burning Troy, carrying his father Anchises",,Book II,drawing,drawing,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.","Study for 'Aeneas Bearing Anchises on his Shoulders', for Dorchester House",,,,https://www.tate.org.uk/art/artworks/stevens-study-for-aeneas-bearing-anchises-on-his-shoulders-for-dorchester-house-n03778
i_1258.jpg,Museo Nacional del Prado,"Corte, Juan de la",artist,,,Flemish,,1623,1642,1633,1623-1642,17th century,,,Palacio del Buen Retiro,Spain,oil on canvas,©Museo Nacional del Prado,Reid,,"Aeneas, Anchises, Ascanius, Creusa, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.","Aeneas and his family fleeing the burning city of Troy, with the Trojan horse in the background",en,"Aeneas ontvlucht met zijn familie het brandende Troje, met het paard van Troje op de achtergrond",nl,https://www.museodelprado.es/coleccion/obra-de-arte/el-caballo-de-troya/a4a00cf7-7926-4f25-9b26-87eab39277bd?searchid=0649616d-517d-2247-abca-891e13730fda
i_1259.jpg,Museo Nacional del Prado,"Agüero, Benito Manuel de",artist,,,Spanish,,1675,1700,1688,1675-1700,17th century,"This is a superb example of the type of landscape that Agüero and Mazo painted for the Court: paintings already marked by their knowledge of the works of Claude Lorraine and, especially here, Salvatore Rosa. The event depicted is drawn directly from the Aeneid and narrates the moment in a hunting expedition when Juno provokes a storm that obliges Dido and Aeneas to take shelter in a cave (IV, verses 160-166).
Here, as in his Landscape with Leto and the Peasants Transformed into Frogs (P000897), Agüero bases his composition on models by other artists. The group of figures with the queen dismounting a horse whose powerful hindquarters face the viewer comes directly from a now-lost composition by Rubens known through Mazo´s copy (Díaz Padrón, Catalog, 1975, p. 334). As R. López Torrijos pointed out, while Agüero has considerably simplified it, and has removed the cherubs that accompanied the original, Rubens´s model is still perfectly recognizable. Moreover, Agüero´s dog is almost literally the one Velázquez painted in his portrait of the Cardinal-Infante Ferdinand of Austria in Hunting Garb (P001186). The horse, while less exact, noticeably echos the one in Velázquez´s Surrender of Breda (P001172).
This canvas is an excellent example of Agüero´s mastery, completely immersed in a palatial atmosphere steeped in Velázquez, Venice, and Rubens´s lyricism.",Museo Nacional del Prado,Museo Nacional del Prado,Spain,oil on canvas,©Museo Nacional del Prado,Reid,,"Dido, Aeneas, sex, cave scene, Carthage, hunting",96B322 Dido and Aeneas shelter from the storm in a cave,,Book IV,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Landscape with Dido and Aeneas,en,Paisaje con Dido y Eneas,es,https://www.museodelprado.es/en/the-collection/art-work/landscape-with-dido-and-aeneas/b323a24a-8845-42eb-a782-4f73f99ddc69
i_1260.jpg,VADS (Visual Arts Data Service),"Haringh, Daniel",artist,,,Flemish,,1665,1695,1680,1665-1695,17th century,"This painting demonstrates the change in taste which altered the style of Dutch painting at the end of the seventeenth century. 'The catalyst for it was the French invasion of 1672, which, while not successful in military terms, brought with it a tidal wave of French fashion in all the arts. This was visible in every area from ladies' hairstyles to the layout of parks and gardens. Painting was similarly affected and patrons wanted classical landscapes and painting with classical subject matter.'
In mythology, Dido was the daughter of the King of Tyre. Virgil relates in the Aeneid (Book IV) how she committed suicide after suffering great heartbreak at the departure of her beloved Aeneas (Wright, 2002, p. 62).",VADS (Visual Arts Data Service),"Ferens Art Gallery, Hull",United Kingdom,oil on canvas,"Courtesy of Ferens Art Gallery, Hull",Reid,,"Dido, Anna, Fury, death","96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",The Death of Dido,,,,https://vads.ac.uk/large.php?uid=87162
i_1261.jpg,Harvard Art Museums,"Vrancx, Sebastian",artist,,,Flemish,,1625,1630,1628,1625-1630,17th century,,,Harvard Art Museums/Fogg Museum,United States,"Brown ink, brown wash and white gouache over graphite on cream antique laid account book paper with vertical ruled lines hand-drawn in pink wash on recto and verso, framing line in brown ink and graphite",Fair Use,Reid,,"Aeneas, Penates, dream",96B141 the Penates appear to Aeneas in a dream,,Book III,drawing,drawing,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",The Penates Appearing to Aeneas in His Dream,,,,https://www.harvardartmuseums.org/art/296475
i_1262.jpg,Harvard Art Museums,"Rubens, Peter Paul",artist,,,Flemish,,,,1635,1635,17th century,"This elaborate oil sketch, or modello, was created for the “triumphal entry” of Cardinal Infante Ferdinand into Antwerp, a spectacular procession featuring music, theater, and enormous painted tableaus enlarged from Rubens’s sketches. Cities in the Netherlands traditionally staged these events as a formal welcome for a new ruler. Ferdinand, Archbishop of Toledo and brother of King Philip IV of Spain, succeeded his late aunt, the Archduchess Isabella, as governor of the southern Netherlands. The Antwerp magistrates turned to Rubens to plan the elaborate pageant that welcomed Ferdinand into their city in January 1635. His protracted journey from Spain was delayed by storms when his fleet attempted to sail from Barcelona to Genoa. Rubens’s modello celebrates Ferdinand’s safe crossing by drawing a flattering comparison between this incident and a passage in Virgil’s Aeneid, in which Neptune rises from the sea to calm the winds threatening Aeneas’s fleet.",Harvard Art Museums,Harvard Art Museums/Fogg Museum,United States,oil on panel,Fair Use,Reid,,"Neptune, Quos Ego, Trojans","92H1411 Neptune quieting the storm, 'quos ego' (Virgil, Aeneid I 135)",,Book I,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.","The Voyage of the Cardinal Infante Ferdinand of Spain from Barcelona to Genoa in April 1633, with Neptune Calming the Tempest",,,,https://www.harvardartmuseums.org/collections/object/299966?position=0
i_1263.jpg,Web Gallery of Art,"Barocci, Federico",artist,,,Italian,,,,1598,1598,16th century,"Federico Barrocci's Aeneas' Flight from Troy with Anchises, his son Ascanius and his wife Creusa is the second version painted in 1598 of a picture executed ten years earlier for Emperor Rudolf II of Austria. Cardinal Giuliano della Rovere presented Cardinal Scipione with this second version, which entered the Borghese collection before 1613. It was this painting that inspired Cardinal Scipione to commission a large marble group on the same subject from Gian Lorenzo Bernini (also in the Borghese Gallery). The myth of Aeneas, ancestor of Romulus and Remus, referred to the birth of Rome and thus confirmed the Borghese family's high status in the city.
Barrocci's many drawings of nature led him to achieve a spontaneity and naturalness in movement, colour and airy effects, and a silvery luminosity that was to influence the 17th-century masters, particularly Rubens. Never before had flames been painted so close to, with an energy suggesting even the crackle of the fire, from which Ascanius seems to be protecting himself by covering his ears. But the human delicacy of Barrocci's anti-heroic and anti-rhetorical figures was not to be really appreciated in Rome, because it could not compete with the classical antique statuary.",Web Gallery of Art,Galleria Borghese,Italy,oil on canvas,"© Web Gallery of Art, created by Emil Krén and Daniel Marx",Reid,,"Aeneas, Anchises, Ascanius, Creusa, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas' Flight from Troy,,,,https://www.wga.hu/html_m/b/barocci/aeneas.html
i_1264.jpg,ArtStor,"Abate, Nicolò dell'",artist,,,Italian,,,,1540,1540,15th century,"This fresco comes from a series based on Virgil's Aeneid, which was painted for one of the studies in a castle at Scandiano, near Modena, owned by the Boiardo family. While a number of the paintings survive, they have suffered considerable damage",ArtStor,Galleria Estense di Modena,Italy,fresco transferred to canvas,"© 2006, SCALA, Florence / ART RESOURCE, N.Y.",Reid,,"Jupiter, Venus, Mercury",96B9 scenes from the Aeneid that cannot be located in the chronological sequence of the story,,Book I,fresco,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Scene from the Aeneid: Venus Asks Neptune to Protect Aeneas's Fleet,,,,https://library-artstor-org.ezproxy.lib.utexas.edu/asset/SCALA_ARCHIVES_1039929474
i_1265.jpg,ArtStor,"Preti, Mattia",artist,,,Italian,,1630,1639,1635,1630-1639,17th century,,,Galleria Nazionale d'Arte Antica,Italy,,Artstor,Reid,,"Aeneas, Anchises, Ascanius, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates",,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.","Aeneas, Anchises and Ascanius Fleeing Troy",,,,https://library-artstor-org.ezproxy.lib.utexas.edu/asset/ARTSTOR_103_41822000617884
i_1266.jpg,ArtStor,"Albani, Francesco",artist,,,Italian,,1625,1628,1627,1625-1628,17th century,,,Galleria Sabauda,Italy,,Artstor,Reid,,"Juno, Aeolus","92C152 Juno asks Aeolus to set the winds free (Virgil, Aeneid I 50-86)",,Book I,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Allegory of Air,,,,https://library-artstor-org.ezproxy.lib.utexas.edu/asset/SCALA_ARCHIVES_1039778152
i_1267.jpg,RKD Images,"Trautmann, Johann Georg",artist,,,German,,1728,1769,1749,1728-1769,18th century,,,,,oil on canvas,"Courtesy of Photograph RKD- Netherlands Institute for Art History, The Hague.",Reid,,"Trojans, Trojan horse, fire,Troy burning",94H2 the fall of Troy,,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",The sack of Troy,en,De plundering van Troje,nl,https://rkd.nl/explore/images/212270
i_1268.jpg,RKD Images,"Trautmann, Johann Georg",artist,,,German,,1759,1763,1761,1759-1763,18th century,,,Frankfurter Goethe-Haus mit Goethe-Museum,Germany,oil on canvas,"Courtesy of Photograph RKD- Netherlands Institute for Art History, The Hague.",Reid,,"Aeneas, Anchises, Ascanius, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates",,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Troy burning,en,De brand van Troje,nl,https://rkd.nl/explore/images/290488
i_1269.jpg,Kunsthistorisches Museum,"Sole, Giovan Gioseffo dal",artist,,,Italian,,,,1697,1697,17th century,,,Kunsthistorisches Museum Vienna,Austria,,Fair Use,Reid,,"Dido, Sichaius, dream, Carthage","96D(DIDO)51 Dido's murdered husband, Sichaius (Sicharbas), appears to her in a dream",,Book I,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Dream of Dido,,,,https://www.khm.at/de/object/cd14821dab/
i_1270.jpg,Kunsthistorisches Museum,"Schiavone, Andrea",artist,,,Italian,,1555,1560,1558,1555-1560,16th century,,,Kunsthistorisches Museum Vienna,Austria,,Fair Use,Reid,,"Aeneas, Dido, Mercury: Carthage","96B3 the tragedy of Dido (Virgil, Aeneid IV)","96B325 Mercury summons Aeneas, engaged in building activities, to leave Carthage",Book IV,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas called away from Dido,en,Aeneas wird von Dido wegberufen,de,www.khm.at/de/object/25e2a30f44/
i_1271.jpg,RMN - Grand Palais,"Egmont, Justus van",artist,,,Flemish,,1646,1647,1647,1646-1647,17th century,,,Musée du Louvre,France,oil on canvas,Courtesy of RMN,Reid,,"Venus, Aeneas, armor",96B661 Venus hands over the armour to Aeneas,,Book VIII,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Venus gives arms to Aeneas,,,,https://www.photo.rmn.fr/archive/05-534494-2C6NU0BQ2DQ2.html
i_1272.jpg,Atlas Database,"Perrier, François",artist,,,French,,1646,1647,1647,1646-1647,17th century,Painted in the upper part of the Cabinet de l’Amour in the Hôtel Lambert in Paris.,Louvre,Musée du Louvre,France,oil on canvas,© Musée du Louvre/A. Dequier - M. Bard,Reid,,"Aeneas, Harpies, Trojans, fight, battle",96B15 stay of Aeneas on the Strophades Islands: fight with the Harpies that befoul the crew's food,,Book III,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas and His Companions Fighting the Harpies,,,,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=4747&langue=en
i_1273.jpg,Atlas Database,"Romanelli, Giovanni Francesco",artist,,,Italian,,1646,1647,1647,1646-1647,17th century,"The subject is from Virgil's Aeneid (12.383–424). Aeneas is being treated by the physician Iapyx, who is kneeling in front of him, while Venus, his mother, has been given some dittany by two putti, which she is pouring onto his wound. This work was part of the Cabinet de l'Amour in the Parisian residence of Nicolas Lambert de Thorigny.",Louvre,Musée du Louvre,France,oil on canvas,© Musée du Louvre/A. Dequier - M. Bard,Reid,,"Aeneas, Venus, wound, healing",96B8331 Aeneas is wounded; Venus secretly puts a healing plant in the water with which Japyx is bathing the wound,,Book XII,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Venus Pouring Dittany onto the Wound of Aeneas,,,,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=18851&langue=en
i_1274.jpg,Web Gallery of Art,"Spada, Lionello",artist,,,Italian,,,,1615,1615,17th century,"Spada, trained by the Carracci in Bologna, discovered Caravaggio in Rome, and established a synthesis of their styles: in Aeneas and Anchises the dramatic tension sustained by a violent chiaroscuro is combined with classical colours and rigour.",Web Gallery of Art,Musée du Louvre,France,oil on canvas,"© Web Gallery of Art, created by Emil Krén and Daniel Marx",Reid,,"Aeneas, Anchises, Ascanius, Creusa, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas and Anchises,,,,https://www.wga.hu/html_m/s/spada/aeneas.html
i_1275.jpg,Web Gallery of Art,"Loo, Carle van",artist,,,French,,,,1729,1729,18th century,,,Musée du Louvre,France,oil on canvas,"© Web Gallery of Art, created by Emil Krén and Daniel Marx",Reid,,"Aeneas, Anchises, Ascanius, Creusa, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas Carrying Anchises,,,,https://www.wga.hu/html_m/l/loo/carle/aeneas.html
i_1276.jpg,The Athanaeum,"Suvée, Joseph-Benoît",artist,,,French,,1784,1785,1785,1784-1785,18th century,,,Musée du Louvre,France,oil on canvas,Public Domain,Reid,,"Aeneas, Anchises, Ascanius, Creusa, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Creusa Preventing Aeneas from Fighting again during the Destruction of Troy,,,,http://www.the-athenaeum.org/art/detail.php?ID=123675
i_1277.jpg,Europeana,"Lafage, Raymond",artist,,,French,,1660,1684,1672,1660-1684,17th century,,,Musée du Louvre,France,,Attribution-NonCommercial 3.0 Netherlands (CC BY-NC 3.0 NL),Reid,,"Juno, Aeolus","92C152 Juno asks Aeolus to set the winds free (Virgil, Aeneid I 50-86)",,Book I,drawing,drawing,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeolus Loosens The Wnds,,,,https://www.europeana.eu/portal/en/record/2021618/internetserver_Details_kunst_18042.html?l%5Br%5D=5&l%5Bt%5D=68
i_1278.jpg,Louvre,"Adam, Lambert-Sigisbert",sculptor,,,French,,,,1737,1737,18th century,,,Musée du Louvre,France,marble,© Musée du Louvre/A. Dequier - M. Bard,Reid,,"Neptune, Quos Ego, Trojans","92H1411 Neptune quieting the storm, 'quos ego' (Virgil, Aeneid I 135)",,Book I,sculpting,sculpture,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Neptune Calming the Waves,,,,https://www.louvre.fr/en/oeuvre-notices/neptune-calming-waves
i_1279.png,Louvre,"Cayot, Claude-Augustin",sculptor,,,French,,,,1711,1711,18th century,"Dido, Queen of Carthage, was abandoned by Aeneas and killed herself in despair. For his reception piece at the Academy in 1711, Cayot treated this dramatic Virgilian episode with virtuosity, neglecting neither the drama of the moment nor the sensuality of the abandoned queen.
The iconography
Dido, the founder and queen of Carthage, has just been abandoned by the Trojan hero Aeneas, son of Venus, gone in search of a new kingdom. She decides to kill herself on a pyre built to burn her faithless lover's possessions. The theme is taken from Virgil's Aeneid (written in the 1st century BC), which recounts the legendary adventures of Aeneas: his flight after the sack of Troy by the Greeks, and his journey to Italy where he was to found the Roman Empire.
Death and sensuality
The scene is theatrical: the queen, kneeling on the pyre, eyes raised heavenward, plunges her lover's sword into her breast, thrusting the sheath behind her with her left arm. A few drops of blood flow from the wound.
Tragedy and sensuality are closely mingled here: Dido's suicidal pose, as she kneels on a soft cushion, is both elegant and revealing. Her fine tunic, open at her breast, shows the line of her thigh; the flowing cloak that has slipped from her shoulder is held in place at the hip by a finely-worked clasp, and a lock of hair emphasizes the nudity of her shoulder.
A virtuoso work
Cayot demonstrated his skillful rendering of textures with this funeral pyre: an artful pile of branches, logs, and Aeneas's armor. The Trojan hero's helmet with its plumed crest is an enormous fish head with an evil-looking eye, its gaping mouth turned toward the spectator.
The artist presented this virtuoso work for his admission into the Royal Academy of Painting and Sculpture on 31 December 1711. In the 18th century, sculpture in the round replaced the bas-relief work previously required by the institution.
Bibliography
Souchal François, French Sculptor of the 17th and 18th centuries, The reign of Louis XIV, Oxford, I, n. 6a, p. 87 ; IV, n. 6, p. 27.",Louvre,Musée du Louvre,France,marble,© Musée du Louvre,Reid,,"Dido, death","96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,sculpting,sculpture,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",The Death of Dido,,,,https://www.louvre.fr/en/oeuvre-notices/death-dido
